,Unnamed: 0,League,Season,TeamId,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,Score_against,FGM_against,FGA_against,FGM3_against,FGA3_against,FTM_against,FTA_against,OR_against,DR_against,Ast_against,TO_against,Stl_against,Blk_against,PF_against,FGper,FG3per,FTper,FGper_against,FG3per_against,FTper_against,Possessions,Possessions_against,OEFF,DEFF,NET_EFF,eFG,TS,ORper,DRper,TOper,AST_TO,3P_Reliance,FTR,STLper,BLKper,avg_rank
0,0,M,2003,1102,-2.500885027061935,0.7749867706942714,0.7325751827820934,1.18555918898142,1.1742754779273676,0.739722481661735,0.7892426097459453,-4.534228735687829,-3.4921884160938426,-0.5863372426222655,-1.916755885721186,-0.6251345382511225,-1.4682473623694419,-0.7622493918492905,-2.815193991654074,0.8002150698449009,0.7759625278940515,0.8205190905802684,0.7251733317907296,0.9128043293222488,0.9044546375802984,-1.4648200607599047,-1.1585849398417716,-2.5584946591609716,-0.8358169379353373,-1.211260782089642,-2.170429762204336,-1.0325673500189891,1.032003146900268,0.16901068211914008,-1.2264426534562205,0.4962696632329532,1.844942991727495,0.19359646607302158,1.4904496915180045,1.2220202079094338,0.5392308749015798,0.6715749722411455,-0.13234409733956565,1.8670662033494347,0.37213617476283856,0.29526237364103225,0.4616963012095341,0.5315443929504962,1.1654233417925155,1.6029419307760788,1.0773537355560512,0.5964419455823085,0.7109623243306951,0.4760889602641891
1,1,M,2003,1103,1.2188353983300073,1.081191564961292,1.0042985225038925,0.889303125671392,0.922155832131127,1.1950149443854563,1.1354059443153532,-1.1362701931074652,-1.5494569190238,1.1808218944053526,-0.9231784233027505,0.2957352846392658,-0.39869925862166383,-0.2484014247652613,1.3001378937121169,1.1157912322297263,1.0338276084585034,1.102248277863158,1.0687151942484423,1.0236703172792152,0.9951016584055696,0.672299976367488,-0.3854229182244569,1.4346152350035093,0.6124500009085707,-0.6320545717085555,-0.3749080232078223,1.2899356779126965,1.3560581322441454,-0.39287482407081264,1.0485057413346008,1.392252403504297,0.36894156300417436,0.7792415681525743,1.5603879967265688,1.4814387174064605,0.6999551974229141,0.7358112485801229,-0.0358560511572088,1.5193123295579418,0.3631286295620141,0.4636388108850203,0.4508278231038328,0.5769411647424221,1.271201600826649,0.9182088905518158,1.1305462657503338,0.6711908774067283,0.8615634746131412,0.5129069287447057
2,2,M,2003,1104,0.3447177065174567,1.0041320873873216,1.0302446831629306,1.0269522180759147,1.0912181902211942,1.1131051352677033,1.0767355581325415,1.4071453002120178,0.9024309010934728,-0.45557712153519037,-0.8022113737459102,-0.48273605365352773,0.4608447724146173,0.027876794684920755,-0.17433479033016977,0.9991864303296226,0.9971857626124808,1.099749867167642,1.0961722659744622,0.9510334223940098,0.9178785464856076,-0.632084629319712,0.2892655976015783,-0.3458737605853228,-0.6548867741252261,-1.2945229253156902,0.3763236579441449,0.3899562452411051,-0.41278273848599395,-0.6818949255853005,0.678917834169597,-0.0493851653950136,-0.045584164800139736,1.0021008436957453,1.2277751748185612,1.3873122664083533,0.8343581757717834,0.7161641789752312,0.11819399679655218,1.4730560819456062,0.34055803932178114,0.5352423584028362,0.5305174893105297,0.743949238772367,1.0287425050876553,1.0591835202401338,1.0451260518296297,0.7439907361980129,1.108543949176008,0.1131003206233778
3,3,M,2003,1105,0.05510509722795494,0.96906865588062,1.0570894732112417,1.2223453755502331,1.1181411881792966,1.0356308718153089,0.9922904156863,0.23491893240319592,-0.8308330214468326,0.5394453086154066,1.4933488694864392,0.8714723732730855,-0.925596068960486,1.2065933626749736,0.8551738616269569,1.0615993288695098,1.004688969850347,1.016699465796229,0.958694478768848,1.1158388766702532,1.1161163549049324,-0.24521801444395194,0.7612848513695218,1.044350157661157,1.7111392189014543,1.2048787472157079,1.7497619529749808,0.5487582611217329,-1.4181140297726391,1.2072588302757727,0.8743377876879512,0.9699408823209414,0.7984163529833127,-0.09145598536442527,1.6264327597987327,1.732474468265318,0.6160362969277633,0.6123800781053046,0.003656218822458701,1.4948983824947726,0.335389788810214,0.4898809939249907,0.48797719102740755,0.715032916086931,0.9150438316607618,1.0577545387738951,0.9387004987117182,0.7048069578929979,0.6580208363415991,0.9465514609003465
4,4,M,2003,1106,-1.4934547812572856,0.911094677074544,0.9384698942859868,0.941342190610115,0.9365928372207454,0.7436143281143928,0.7694264498409341,-0.4042310379793568,-0.36602713813070636,-1.4354163578520163,0.7367037370222452,0.5661716822614332,0.10107390320540377,-0.22707497171807953,-1.9592104861808821,0.8392064656445839,0.9104434269068128,0.7452063459551326,0.8180567439247265,1.0849522065627537,1.0372402118997943,-1.2393141721680492,-1.2215431766440406,-1.5685441391646135,-0.38317622628614983,1.0821973414909902,-0.10451802617624346,-1.3818940713639416,-0.47915622561236143,0.11263962018588583,-0.6500931231314495,-1.5465269001943682,-1.4067787667515486,1.2991030725874637,1.414419921981807,1.4475604650019087,0.6234596701063195,0.6056459210832886,0.0178137490230309,1.4723602544873176,0.34527081880400845,0.5102000644458624,0.5240023230950374,0.7640573952203102,0.7560470604780125,0.9979998750341698,0.8198733433280079,0.7733361449434796,1.0934950074517429,0.8041822407446152
5,5,M,2003,1107,-0.35772133902477876,0.9968514368189526,1.0280125751655385,1.2402922836846593,1.192624213775363,0.7520634406999082,0.698869991254114,-2.136520129199822,-1.6384787913090757,-0.8287067031016626,-1.0846600485161628,-0.30355217043479354,-1.1255234199569646,-1.654298947625883,1.7234099653180317,1.201900295411387,1.0720056767340436,1.0308201165548925,0.9901259258185306,0.8686804169414218,0.8659697049806152,1.754972372841539,1.9572630043310975,3.2400120485611406,0.3874780119922441,-1.5220195787737456,0.28288188948146237,-1.7166056864610442,-0.49897723253775256,0.5461259006363793,1.514639617294634,2.173708250445292,0.5123057173990206,0.010138957276466161,1.5105015458534,1.3261022034787175,0.6421194273457346,0.8428956537870529,-0.20077622644131832,1.5729356018829836,0.36312662828863707,0.3761743074873327,0.4251447116481797,0.5843737063867409,1.0116377119780595,1.160126094355721,0.679826305764379,0.6251337950682276,0.6140031768882249,0.924922106048868
6,6,M,2003,1108,-0.163387266553412,0.9985881633492596,1.0144948540878105,0.8649118263485218,0.9006427343294302,1.0155130497706484,0.994102852576062,0.24215618275178002,-0.7061896967274796,0.5039276558717446,1.2669434163637932,0.5830609289364252,0.7100680258673385,0.6548820830436085,0.2077583643372206,1.015906043086674,1.0208964859469558,0.9068029113228384,0.9729818306146828,1.1070911061173858,1.077918204528837,-0.002161844822845928,-0.4202269593042298,0.7345135620412523,0.5801996360878642,0.5471091040859317,-0.4934949605265491,0.5669780498206789,-0.2450006217314254,-0.44314068445933225,0.4372884892337381,-0.17800988890101394,-1.0966007503651771,0.7297750080403115,1.559038819388817,1.5690131224778308,0.631796410934908,0.6491688059542635,-0.017372395019355502,1.4105976691328344,0.3392089870171406,0.5144818353292886,0.4842948419278464,0.7301552652390277,0.9309244985139786,0.8877745714533455,0.9798993544131044,0.7034631127680759,1.2048661447714384,0.8334059024106127
7,7,M,2003,1110,0.20656446148213184,1.0036342895098411,0.990530778979024,1.405516038083233,1.2830079521069917,0.8646639868707713,0.8653850812389453,-0.6888572426009523,0.2931105193524223,0.7067864665332344,-1.0919062013470224,-0.45162944388050624,-1.4922714215917927,-0.5717085882706647,-1.2381202171259702,0.9587140106946256,0.976319136871693,1.0163541378282406,1.0587162694271446,0.7841036346067871,0.8631240329942694,0.01013844469243757,0.08544602387740334,-0.7923904519632333,0.17622116831281653,-1.4751703277548278,0.0275842408630831,-1.2081181833316321,0.2567561003952131,1.2357155596344793,-0.004310657452358728,-0.42321943297721876,-0.6836883228180511,-2.8367278938106795,1.3486222874019447,1.379265714165837,0.7516477832157245,0.669856543433255,0.0817912397824695,1.7227049827874084,0.3696086902913878,0.47104707103835874,0.5030150136917231,0.6539337701825542,1.2303875150839625,1.2952731801322062,0.8736579413826283,0.681289649064352,0.518001803372272,0.5238658018694548
8,8,M,2003,1111,1.7584446640937037,1.0961128616560718,1.09535085544091,1.0205726138113955,1.09581898385672,1.3110002637012008,1.2819067127415733,0.4184727855058097,0.7042035932940979,0.22419692873808375,0.5838566588359387,1.795910796435124,0.9267046519779298,-0.12317593108389369,1.5922030011622488,1.1443855240355267,1.1102248291305554,1.1372728052603314,1.1456714403297,0.9870278731524098,0.9397598272838558,0.5322328075060112,1.322150669754944,0.7817404376888851,2.0153238642595555,0.9661305206752113,0.42392056013783314,1.8049475472691507,0.03922025573511877,-0.8032898543596101,0.4601541142849334,0.48721008067742577,-0.20179794827497755,1.4283648541889509,1.6682917448581445,1.7192287717821717,0.6797697827367792,0.6451597753595203,0.034610007377258944,1.4665612945681665,0.34170823237577336,0.4850839873353097,0.4977098329279161,0.6378272778378157,0.9629982656650261,1.0004273775963974,1.1703160739538285,0.7824088658088382,1.1796178426902784,0.48060709216649794
9,9,M,2003,1112,2.380492437984077,1.182249403226458,1.1160079090839583,1.1069758117392103,1.097117195280845,1.23691886370841,1.2146295042068431,1.8645358065516024,2.5868659207291578,2.14472466204599,-0.15558428143032152,1.4673135489244775,1.1058854595784522,-0.9856574327227824,-0.28621745395068354,1.0366278384620626,1.1081089767191534,1.0340106640147235,1.1259612514940296,0.8098996240829371,0.8950089443999851,1.1490174255413717,-0.03429876225141832,0.8808241389855909,0.8366040128569091,-0.6554191922329647,-1.1180931584462437,1.521543753802727,1.0573775539142576,0.161270186046944,0.37438694945849615,-1.2902529188131673,-1.2978305026968264,-2.943217132430373,1.3823033416139041,1.4910295764396375,0.8553122330383824,0.661435399307154,0.19387683373122844,1.5553091469761995,0.35817644210538846,0.5545170046105241,0.5149061195776642,0.7116363421452733,1.28597002627099,0.9830729570558158,1.0883699786714194,0.9034060003433624,1.2094880056656594,0.004342835170179197
10,10,M,2003,1113,0.9183300973205157,1.07805581037235,0.9754676874888,0.6921736324013772,0.7178953929877341,1.2171976504036723,1.2558894130366467,0.9098389042563797,-0.22085111779657102,1.084713322184027,-0.5425026628519398,-1.1630127545250826,1.081434372330677,-0.015408006617969738,-0.22293260294282974,0.995896106223819,0.9493716570548468,0.942842165112234,0.8878382351017218,1.0195151578667168,1.0186096153825417,-1.1205764607172766,-1.4643938711901108,0.31059812617356025,0.1432447874012983,-0.43618845259639044,1.6105115607990748,1.913465463774665,1.8525385874656295,-0.3954015702395109,-0.5960251450273366,0.827424505860851,0.8197743375241516,-0.05725069031257656,1.3476905157718786,1.530717092318481,0.7931303123943292,0.6469923431705777,0.14613796922375144,1.45995879190964,0.349755532784358,0.5590162754752972,0.5234132883133903,0.6987029678320205,1.202563991464351,0.7359499470821547,1.2874741307626003,0.5909917193119172,1.3756724635352193,0.1068518403329507
11,11,M,2003,1114,-0.0345138902571985,0.9657438056017548,0.9523773903672978,1.0838356965411404,1.03631141251932,1.0420087925881796,1.043619300052706,-0.7807527195748108,-0.19248931794821558,-0.8563144734644192,0.5609074079180555,-0.24272873280402066,-0.7471126773407272,0.8855027926531321,-0.08730076302502941,1.010798062595128,1.0067988875873992,0.9764137233057464,0.9679094664390064,0.9883974888783782,0.9893566385593322,0.21544313888742433,-0.3108869299692115,-0.4842151064850697,0.2774268037742026,-1.0077121554957233,-0.21432745934536743,0.8515141402622441,0.2707459669274118,0.6192884837240423,-0.018324873547032744,-0.012710492064239545,0.035844026354173185,-0.11313051973964723,1.5810668832508288,1.4569661272220038,0.6293159939876726,0.6858364092345948,-0.056520415246922195,1.5830506573564014,0.35244116837806627,0.4759188702619874,0.4888639445178706,0.6714372291635399,0.8379111130438195,1.0881310528798378,1.095804363488952,0.603848380106172,0.7907212840405276,0.45494025774274355
12,12,M,2003,1115,-2.772794216364536,0.7757985790282007,0.9429807986112356,0.7722098875262409,0.9432392066160664,0.8172928428610888,0.8500219581396856,-1.3509737361566951,-1.5919593132522958,-2.0243560143544865,1.8661998631208507,0.5637487950643281,-0.32663284670444526,0.9004935397739007,0.20355038181579627,0.986642564764952,0.9826548068587552,1.032496547902631,1.0512254262157,1.135904329807572,1.1029466541381965,1.4292159434477563,1.8540032237009922,0.10533112322683298,1.0122613254820914,1.7980852128957105,0.48146505634029946,-0.1085391391844431,-3.0500807891588586,-2.202622735785291,-0.7479381982770438,-0.011106489432982232,-0.3564046212444856,0.8144866560765909,1.705933697952406,1.4503021194332173,0.4587557806586647,0.7021150392029604,-0.2433592585442957,1.2321603202339872,0.2971194435385547,0.4114967641718193,0.43301195626704214,0.70547033816932,0.6176812542551112,1.0002740331565727,0.9014202191513824,0.6409425025409048,0.9421983393471657,0.978466775614528
13,13,M,2003,1116,-1.1009733557555406,0.9090254006602558,0.9963899095152228,0.9994699113989448,1.081080445524357,0.8845385365994117,0.9942985683330168,1.7164977754423056,0.5597610190540899,-1.929077198958231,0.8032282024600895,-0.333173444636343,0.3370124873931675,1.4040179456774369,0.31702598995059245,0.9529678428869208,0.9422015854646696,0.950497045353116,0.9400244328815284,1.35536653548786,1.3434553748170304,-1.1014437962239039,0.24165099321889527,-0.29339234053439367,-1.2329025746142808,0.42085950989300114,1.6464378320794628,-0.6621356478609443,-1.494725747795227,-0.8880414730098252,-2.166978741950739,0.12636011081906368,0.07056186611603278,0.182601356558996,1.2901048993263093,1.4962003000851398,0.7071324403002495,0.6855411051644302,0.021591335135819234,1.4138645352652532,0.318113862944784,0.5448420493080481,0.5372731824209684,0.843287923556003,0.69424674532194,1.0849973842572724,0.9979010815322051,0.7279810593764823,1.1061864222518178,0.4030298060991953
14,14,M,2003,1117,0.5210351230209344,0.9782269062671118,1.000464609731818,1.2985266095523178,1.2196233730530464,1.1370660285279153,1.0640481479960218,-0.1744751598349647,-1.2467990333068202,-0.5205976375529695,-0.8066672353242739,-0.006286329028514405,-1.375448652923249,1.6544517148803748,0.35190711106222833,0.9440947803975174,0.932746116424348,1.032971547483754,0.9878199286900176,1.3421405548609542,1.3289870449615635,0.7873865660616719,0.30156544417711223,-0.7016938788602843,0.4201870561413191,-0.8435616918300199,-0.3530152134371493,0.43043263206083116,-0.3586528593632242,0.8532551094593097,1.3667693924185045,0.14016981864984196,0.5802548449836467,0.2136111328902235,1.4070223108751714,1.4921413765502154,0.737784753233836,0.6889360949480677,0.04884865828576823,1.6267344144032558,0.3534138769414842,0.48519553735299353,0.454446169697854,0.6488298035763839,1.0203769816924562,1.2190569873131,1.0635540104524515,0.7074393707767994,0.5504621798495299,0.562990901534129
15,15,M,2003,1119,-2.3392835277023725,0.8377548338865287,0.8915899390528148,0.962351435499563,0.9375645110793484,0.6534798463674257,0.6694529916057738,-1.867693753890749,-0.8990126116359892,-0.863521200607975,1.3694802519824942,-1.1682823320888147,-1.356546288859279,0.31662073786312256,0.2570339718075069,0.9260854021373116,0.9396972329235606,1.3670712820872677,1.22872260803769,1.2277456956719293,1.1741879320234163,0.08871655509337863,-0.5268734363537165,-0.31654912117242456,-1.1048410977008027,-0.06911912224282254,1.1194936701187879,-1.1702090632655588,-1.020881802164284,0.37804499992542495,-0.4588645890415406,-0.3570507796758161,1.5664952469155844,1.2874854071049846,1.5913659203903272,1.3148708310773576,0.512911865777317,0.7770952325540172,-0.2641833667767003,1.4793017438459244,0.3440673505774596,0.4356469079389913,0.47819174282841204,0.7223273894577866,0.7730525292413271,1.0515647048186467,0.7508530124475952,0.4999276255093415,0.6245081482567455,0.9766402967604032
