,League,Season,TeamId,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF,Score_against,FGM_against,FGA_against,FGM3_against,FGA3_against,FTM_against,FTA_against,OR_against,DR_against,Ast_against,TO_against,Stl_against,Blk_against,PF_against
0,M,2003,1102,0.8036964911540434,0.7749867706942714,0.7325751827820934,1.1855591889814199,1.1742754779273676,0.739722481661735,0.7892426097459453,0.38163241605349685,0.7366111734771748,0.9232951940003117,0.792240176501192,0.8889667138015501,0.520833354697741,0.9371962888335569,0.8206781872048968,0.8002150698449009,0.7759625278940515,0.8205190905802684,0.7251733317907296,0.9128043293222488,0.9044546375802985,0.8588340825221247,0.9108872211335621,0.6970253420531991,0.9069317220021756,0.8302698902359815,0.5976281484939554,0.9194797432001416
1,M,2003,1103,1.092201688305091,1.081191564961292,1.0042985225038925,0.889303125671392,0.922155832131127,1.1950149443854563,1.1354059443153532,0.8437412095576005,0.881947932699153,1.1444018703469714,0.9002520682815213,1.0473181886178329,0.8652669245972976,0.9805489487896265,1.0900592723497835,1.1157912322297263,1.0338276084585034,1.102248277863158,1.0687151942484425,1.0236703172792152,0.9951016584055695,1.0743375658913508,0.9760831661175484,1.1955911599208229,1.0841039451408572,0.9234031236567565,0.9645816820468707,1.1078627726193457
2,M,2003,1104,1.0244042551194972,1.0041320873873216,1.0302446831629306,1.0269522180759147,1.0912181902211942,1.1131051352677033,1.0767355581325417,1.1896355606125661,1.0653749427049712,0.9396558800112389,0.9134024066898783,0.9134533561989054,1.1420715096910203,1.0038581695481732,0.9935433502546055,0.9991864303296226,0.9971857626124809,1.099749867167642,1.0961722659744622,0.9510334223940098,0.9178785464856075,0.942805681254386,1.0329754527654478,0.973285494457591,0.929065624596591,0.8168817868607026,1.1181120537090246,1.0348635773964932
3,M,2003,1105,1.0019416145484137,0.9690686558806201,1.0570894732112415,1.2223453755502331,1.1181411881792966,1.0356308718153089,0.9922904156862999,1.030217455372684,0.9357085622719065,1.0641529316978389,1.1629529590582028,1.1463211256512578,0.6955868992503618,1.1033048966543286,1.0609328501917614,1.0615993288695098,1.004688969850347,1.016699465796229,0.958694478768848,1.1158388766702532,1.1161163549049324,0.9818166407029018,1.0727779009452796,1.146864019264186,1.2185109429597025,1.2187720898444825,1.3988037460079588,1.0477443377096933
4,M,2003,1106,0.8818337779505836,0.9110946770745441,0.9384698942859867,0.941342190610115,0.9365928372207454,0.7436143281143928,0.7694264498409341,0.9432956115713246,0.970480933466977,0.8170585471754033,1.0806980013371341,1.0938220497966678,1.0262121440454914,0.9823482328702275,0.8767090911498345,0.8392064656445839,0.9104434269068129,0.7452063459551326,0.8180567439247265,1.0849522065627535,1.0372402118997945,0.8815737057849993,0.9055783445616588,0.820627122052228,0.9623050506441855,1.199045581752949,1.0198417007328897,0.8911451295386709
5,M,2003,1107,0.969922387628232,0.9968514368189526,1.0280125751655385,1.2402922836846593,1.1926242137753633,0.7520634406999082,0.698869991254114,0.7077112123172018,0.8752881598806612,0.892969964805237,0.882697386853253,0.9442655638157604,0.6312029870326857,0.86193527092002,1.117765783789645,1.2019002954113873,1.0720056767340436,1.0308201165548925,0.9901259258185306,0.8686804169414218,0.8659697049806152,1.1835123753238999,1.1736273007896065,1.4210067289344328,1.0565822318771034,0.7803015524826665,1.0990152160745341,0.8639959774060514
6,M,2003,1108,0.9849951305980508,0.9985881633492595,1.0144948540878103,0.8649118263485218,0.9006427343294302,1.0155130497706484,0.9941028525760621,1.031201692521243,0.9450331945747666,1.059708968511255,1.1383404026887822,1.0967263008135233,1.2223305037352432,1.056757760084894,1.018554375245504,1.015906043086674,1.0208964859469558,0.9068029113228384,0.9729818306146829,1.1070911061173858,1.077918204528837,1.0063260039102842,0.9731483577798202,1.1081788991961643,1.080158630448471,1.113006280340473,0.9403458876606411,1.0492221824957737
7,M,2003,1110,1.0136889527209914,1.0036342895098413,0.9905307789790239,1.405516038083233,1.2830079521069917,0.8646639868707713,0.8653850812389453,0.904587584275189,1.0197913663107547,1.0850906313469193,0.8819096569529739,0.9188024049044344,0.5130967298068758,0.9532719594490826,0.9239101637671274,0.9587140106946255,0.976319136871693,1.0163541378282406,1.0587162694271446,0.7841036346067871,0.8631240329942694,1.0075663438027296,1.0157886156683742,0.9175349728519356,1.0307383465793951,0.7878346592631732,1.0468396437973517,0.9052404516260193
8,M,2003,1111,1.1340543169437833,1.0961128616560718,1.09535085544091,1.0205726138113957,1.09581898385672,1.3110002637012008,1.2819067127415733,1.0551800464512278,1.0505454541481076,1.0247091034438727,1.0640819822621699,1.3052862519327084,1.2920954130841573,0.9911140547998862,1.1091772481946098,1.1443855240355267,1.1102248291305554,1.1372728052603314,1.1456714403297,0.9870278731524098,0.9397598272838558,1.0602134351589065,1.1200722273820136,1.1140754826878945,1.2557230538056259,1.1803826632246222,1.127839505661741,1.149636451692917
9,M,2003,1112,1.1823009578522063,1.1822494032264579,1.1160079090839583,1.1069758117392103,1.097117195280845,1.23691886370841,1.2146295042068433,1.251838843082372,1.1913884073773018,1.2650052347009295,0.9836972937613067,1.2487811331086816,1.3497981802650594,0.9183476537355096,0.9862197432711284,1.0366278384620626,1.1081089767191534,1.0340106640147237,1.1259612514940296,0.8098996240829371,0.8950089443999851,1.1224089278621803,1.0056912825476354,1.1264467291308076,1.1115255920466713,0.9196462187443315,0.8126957953228507,1.1266489832073991
10,M,2003,1113,1.0688941997850248,1.0780558103723499,0.9754676874887999,0.6921736324013772,0.7178953929877341,1.2171976504036723,1.2558894130366467,1.122003876541924,0.9813416274660851,1.1323767807401444,0.941635363088878,0.796473935016387,1.341924036746721,1.0002062892404646,0.9903622382903877,0.995896106223819,0.9493716570548469,0.9428421651122341,0.8878382351017218,1.0195151578667168,1.0186096153825415,0.8935470109716027,0.8851002557804367,1.0552502917719229,1.0267042154669184,0.9548973387800586,1.3703449296384416,1.1584385645908168
11,M,2003,1114,0.9949906771939867,0.9657438056017547,0.9523773903672978,1.0838356965411404,1.03631141251932,1.0420087925881796,1.043619300052706,0.8920901663518302,0.983463388544175,0.889515684871785,1.0615871672121704,0.9547246762905273,0.7530650730023966,1.0762149183164733,0.9992404170703727,1.010798062595128,1.0067988875873992,0.9764137233057465,0.9679094664390064,0.9883974888783782,0.9893566385593322,1.0282689136080942,0.9823683224673792,0.9560126750032075,1.0431192322765928,0.8629994111100356,0.9973997783413662,1.0723014939334055
12,M,2003,1115,0.7826069453560787,0.7757985790282007,0.9429807986112356,0.7722098875262409,0.9432392066160664,0.8172928428610888,0.8500219581396856,0.814542385029214,0.8787683063608449,0.7433705089622553,1.2034856227889226,1.093405413534475,0.8884749424877703,1.07747966743303,1.0182789294419898,0.9866425647649519,0.9826548068587552,1.032496547902631,1.0512254262157,1.135904329807572,1.1029466541381965,1.150663661145616,1.1649200456622315,1.029621367470358,1.1330144458992715,1.3141564887764947,1.139599962669529,0.9944295846136266
13,M,2003,1116,0.9122750257039207,0.9090254006602558,0.9963899095152227,0.9994699113989447,1.081080445524357,0.8845385365994117,0.9942985683330167,1.2317062619777506,1.0397396296348473,0.7552917795241967,1.0879298817223098,0.9391719313183569,1.1021929891744568,1.1199613424556896,1.0257068072677187,0.9529678428869208,0.9422015854646696,0.950497045353116,0.9400244328815284,1.3553665354878601,1.3434553748170304,0.8954763157241793,1.028960409293351,0.9798381420941571,0.8583546654251563,1.0927060267960365,1.3776872368394042,0.9495262255539624
14,M,2003,1117,1.03807960842354,0.9782269062671118,1.000464609731818,1.2985266095523178,1.2196233730530464,1.1370660285279153,1.0640481479960218,0.9745414935676233,0.904589927400645,0.9315205231609117,0.9129180095927272,0.9953829782744494,0.5507179299352858,1.1410901018032893,1.0279900530709396,0.9440947803975174,0.9327461164243479,1.032971547483754,0.9878199286900176,1.3421405548609542,1.3289870449615637,1.0859426982832208,1.0340126223343467,0.9288590316295176,1.0605836586260002,0.8893939199649179,0.9690559491806344,1.0381467009392142
15,M,2003,1119,0.8162304633618399,0.8377548338865287,0.8915899390528148,0.962351435499563,0.9375645110793485,0.6534798463674257,0.6694529916057738,0.7442705259166611,0.9306080114762256,0.888613980292576,1.149487190947633,0.7955677858972241,0.5568051818422179,1.02821910660513,1.021779854254553,0.9260854021373116,0.9396972329235606,1.3670712820872677,1.22872260803769,1.2277456956719293,1.1741879320234165,1.0154900243699363,0.9641555236052832,0.9769468669767725,0.8740209324334299,1.0139201065140813,1.2699948497092894,0.9083153388467359
16,M,2003,1120,1.01193240895213,1.046056828416015,0.9865796085059071,0.9363269043824028,0.9096281963171974,0.9079097644358503,0.9460082744099367,1.066087561968281,0.9681495448867702,0.9921942917858959,1.0749168194945005,1.0920281122714794,1.3507103351331242,0.8749384049749576,1.005946118895629,1.0290959095031444,1.0140308057067409,1.1835176141098795,1.1529346697333038,0.8594823359466204,0.8713115352485354,1.0648299284207028,0.9585118410382072,1.084408045125023,1.0693425644219343,1.147030851523989,0.8719419027081723,1.021499652858654
17,M,2003,1122,0.9356303770733025,0.901114833264065,0.9104520780341255,0.8985482836833804,0.9280844466529101,1.0505484854909024,1.0759269018870758,0.9374650184211496,1.0739555343242968,0.8925461639943696,1.0341402232050692,0.9565579296328901,1.527717797030635,0.9698802890467553,0.8997214480647696,0.927422961594448,1.0000752642743158,0.9466027537825351,0.9760139428216947,0.8135611671172587,0.8186753005443446,1.0263206694393647,0.9845239516648444,0.8883293118385526,0.9484629589915682,0.9087056958807922,1.0939523476877289,1.0858589330560318
18,M,2003,1123,1.0621776245111894,1.0716123375149493,1.1189981204174693,0.9230652413501887,0.9713867616165779,1.0908856614457,1.0616324714752683,1.1828523930765522,0.9702519825437242,0.8200410848042707,0.8802230568309477,0.7827189368402859,0.7625636671062168,1.1571573058681115,1.109658494928568,1.057473620992687,0.9965449330467652,0.9520141361572629,0.9254333712215228,1.3637871104278454,1.3440502942539594,0.999712423770612,1.1439394887597398,1.1905473981144095,1.0151534686186705,0.8255323759111299,0.7680095725417735,1.0751981840132299
